city_id,city,pop,age,household,individual,house,rent,COLI
0,"Phenix City, Alabama",36219,32.6,41063,23236,131994,795,83.8
1,"Vestavia Hills, Alabama",34291,40.0,101429,56238,387921,1068,89.3
2,"Apache Junction, Arizona",40538,53.9,48834,24369,174477,806,94.3
3,"Bullhead City, Arizona",40252,53.0,40566,24404,135165,740,87.6
4,"Casa Grande, Arizona",55477,37.3,53312,23080,188388,905,93.6
5,"El Mirage, Arizona",35216,29.4,46385,14818,162100,1212,94.6
6,"Lake Havasu City, Arizona",54411,54.7,48993,30641,190298,856,88.6
7,"Oro Valley, Arizona",44350,52.4,85392,45092,311829,1139,91.3
8,"Prescott Valley, Arizona",44466,45.2,49238,23338,226326,941,92.7
9,"Sierra Vista, Arizona",42912,34.2,62019,31315,194015,927,85.4
10,"Fort Smith, Arkansas",88037,37.2,38294,24700,121900,619,79.4
11,"Hot Springs, Arkansas",36915,41.8,35474,22420,122463,662,81.9
12,"Little Rock, Arkansas",198606,36.2,57534,35418,169900,875,85.1
13,"North Little Rock, Arkansas",65911,34.8,40579,25200,137600,772,85.0
14,"Pine Bluff, Arkansas",42984,34.6,32539,17803,77304,694,79.8
15,"Aliso Viejo, California",51671,37.0,112026,48849,637574,2206,87.5
16,"Apple Valley, California",73077,37.6,55951,26446,249900,1053,80.5
17,"Baldwin Park, California",76402,34.1,67472,20401,416500,1457,137.1
18,"Bell Gardens, California",42747,28.9,41560,12774,412375,1222,143.8
19,"Beverly Hills, California",34484,44.1,110481,88186,2374749,2159,171.5
20,"Buena Park, California",83015,35.5,65139,24484,570900,1567,88.9
21,"Cathedral City, California",54596,37.9,45622,22986,269187,1217,82.1
22,"Chino Hills, California",80374,37.4,99763,34959,610900,1925,83.3
23,"Chula Vista, California",270471,35.5,77273,30974,497800,1604,135.8
24,"Citrus Heights, California",87931,37.4,58774,30208,302300,1211,101.7
25,"Costa Mesa, California",113825,34.6,78904,37267,744900,1798,89.9
26,"Culver City, California",39283,41.6,92687,51858,873432,1864,150.5
27,"Daly City, California",107074,37.9,90888,32250,786200,2152,167.5
28,"Dana Point, California",33934,49.0,95127,58812,912947,2047,90.0
29,"Diamond Bar, California",56665,43.3,100714,38328,729997,2052,139.7
30,"El Cajon, California",103894,32.8,50312,24167,458100,1232,139.8
31,"El Centro, California",44364,33.0,45948,20150,206804,788,93.5
32,"El Monte, California",116109,34.8,51730,17157,442100,1224,140.5
33,"Foster City, California",34412,40.7,150562,70504,1245006,3163,170.2
34,"Fountain Valley, California",56313,44.3,91221,38254,716189,1932,88.5
35,"Garden Grove, California",174226,39.6,66842,24973,558800,1426,88.6
36,"Huntington Beach, California",201874,42.8,87120,45709,738600,1823,89.0
37,"Huntington Park, California",58822,30.7,40599,14110,424486,1044,143.9
38,"Laguna Hills, California",31318,41.8,105120,47798,711372,2010,87.6
39,"Laguna Niguel, California",66334,48.8,102386,56073,809500,2260,88.9
40,"La Habra, California",62466,35.1,76028,29947,518118,1487,87.5
41,"Lake Elsinore, California",66411,28.9,67988,19860,347000,1356,81.5
42,"Lake Forest, California",84293,38.9,99913,43815,626900,1920,87.4
43,"La Mesa, California",60021,37.1,64376,34179,529965,1497,140.6
44,"La Mirada, California",49095,39.8,93117,32591,568040,1720,138.1
45,"La Puente, California",40322,33.3,63945,18152,432560,1309,136.7
46,"La Verne, California",32461,44.0,88247,40158,636314,1500,137.1
47,"Long Beach, California",469450,35.3,60557,32006,557700,1278,142.8
48,"Los Angeles, California",3999759,35.8,60197,33496,647000,1397,145.8
49,"Los Banos, California",39183,31.4,48411,21315,293139,1196,95.4
50,"Manhattan Beach, California",35924,44.4,158639,94579,2012480,2537,156.1
51,"Menlo Park, California",34357,37.6,146748,83465,2090331,2417,185.6
52,"Mission Viejo, California",96016,44.7,102787,45452,694600,2199,87.9
53,"Monterey Park, California",61044,45.4,58722,28420,672885,1352,148.1
54,"Moreno Valley, California",207226,30.5,62198,20056,305900,1443,81.7
55,"Morgan Hill, California",45037,38.5,119481,50573,854571,1937,150.7
56,"Mountain View, California",81438,34.5,135115,74240,1461400,2353,170.8
57,"National City, California",61363,32.9,46604,20338,401601,1182,140.3
58,"Newport Beach, California",86160,49.6,127104,97774,1902000,2103,94.3
59,"Palm Desert, California",52932,53.3,59165,42635,380267,1254,82.8
60,"Palm Springs, California",48142,55.0,50609,41740,394514,1055,83.7
61,"Palo Alto, California",67178,39.8,153802,90597,2000001,2673,176.9
62,"Pico Rivera, California",63522,36.9,65614,22161,451440,1335,137.8
63,"Pleasant Hill, California",34987,39.8,109430,53521,778926,2048,151.2
64,"Rancho Cordova, California",73563,36.1,64088,32166,304400,1200,101.1
65,"Rancho Cucamonga, California",177452,34.6,90034,32407,488000,1773,82.7
66,"Rancho Palos Verdes, California",42364,50.2,132699,64210,1247930,2535,148.0
67,"Rancho Santa Margarita, California",48793,37.4,112643,49031,677977,1911,87.0
68,"Redondo Beach, California",67908,41.1,104715,60576,907400,1972,145.0
69,"Redwood City, California",86685,38.4,116966,58060,1196500,2327,173.8
70,"Rohnert Park, California",42838,33.9,70326,31058,461782,1698,143.5
71,"San Bernardino, California",216995,31.7,46510,17895,245900,1038,81.6
72,"San Bruno, California",43299,39.6,104551,45051,894012,2288,168.9
73,"San Diego, California",1419516,34.5,76662,39325,600300,1642,140.1
74,"San Dimas, California",34326,42.4,86556,37316,609479,1707,137.4
75,"San Francisco, California",884363,38.3,110816,64597,1104100,1836,173.6
76,"San Gabriel, California",40514,41.7,59598,26568,746027,1413,151.1
77,"San Jacinto, California",48254,33.1,50503,18791,217991,1160,80.5
78,"San Jose, California",1035317,36.8,104675,43593,854700,2109,156.4
79,"San Leandro, California",90553,43.5,64923,34315,597000,1591,153.8
80,"San Luis Obispo, California",47541,26.9,53117,31508,678983,1484,115.0
81,"San Marcos, California",96198,35.3,76272,33696,525200,1523,135.6
82,"San Mateo, California",104748,38.7,108058,58957,1093900,2480,175.0
83,"San Rafael, California",59070,41.8,93486,54979,911239,1931,165.8
84,"San Ramon, California",75931,38.8,161870,60315,957800,2296,147.6
85,"Santa Ana, California",334136,32.0,65655,20326,494700,1496,88.2
86,"Santa Barbara, California",92101,39.1,79740,50377,1037400,1751,124.6
87,"Santa Clara, California",127134,34.3,115375,47824,1001100,2298,162.3
88,"Santa Clarita, California",210888,37.0,90961,36859,536700,1825,135.2
89,"Santa Cruz, California",65021,30.9,71442,39349,860600,1780,173.3
90,"Santa Maria, California",107014,30.0,60320,20202,350200,1331,110.8
91,"Santa Monica, California",92306,41.1,90088,74720,1237500,1743,158.7
92,"Santa Rosa, California",175269,38.5,75356,36589,568200,1540,145.7
93,"Simi Valley, California",126878,39.7,90200,36807,602800,1944,93.0
94,"South Gate, California",95430,31.6,50355,17017,420800,1111,141.3
95,"South San Francisco, California",67429,40.7,94459,38514,873000,1974,167.4
96,"Temple City, California",36367,43.7,74422,29983,784854,1482,147.5
97,"Thousand Oaks, California",128995,43.6,100338,51735,728700,2007,93.5
98,"Union City, California",75343,40.9,117526,41652,805100,2050,151.7
99,"Walnut Creek, California",69773,48.2,100180,63790,814600,2110,153.4
100,"West Covina, California",107598,37.0,81170,30813,559200,1629,138.2
101,"West Hollywood, California",37080,40.3,70805,67645,812401,1580,154.9
102,"West Sacramento, California",53512,33.7,63558,29468,353559,987,100.8
103,"Yorba Linda, California",68229,44.6,132952,58299,913700,2275,87.8
104,"Yuba City, California",66860,34.5,51497,23421,274800,1014,93.5
105,"Castle Rock, Colorado",62276,35.6,86221,38234,363713,1461,109.5
106,"Colorado Springs, Colorado",464474,34.7,59514,31585,265400,1093,98.3
107,"Commerce City, Colorado",55923,31.3,47340,18723,238537,1255,109.8
108,"Fort Collins, Colorado",165080,28.4,60731,30983,366500,1316,100.5
109,"Grand Junction, Colorado",62475,34.9,48754,29915,226798,919,93.7
110,"Wheat Ridge, Colorado",31294,42.1,54808,33319,365562,1108,112.9
111,"New Haven, Connecticut",131014,30.4,44445,26471,194200,1127,130.6
112,"West Haven, Connecticut",54843,35.1,56996,28735,192509,1128,128.9
113,"Washington, District of Columbia",693972,34.0,82372,52500,607200,1499,124.9
114,"Altamonte Springs, Florida",44277,39.4,53988,31798,208467,1154,91.9
115,"Boca Raton, Florida",98150,47.9,80815,57635,459200,1483,103.8
116,"Bonita Springs, Florida",56088,58.0,62333,48123,306613,1298,94.4
117,"Boynton Beach, Florida",77702,39.6,51372,26839,200200,1495,101.3
118,"Cape Coral, Florida",183365,47.9,54358,29155,225800,1216,92.6
119,"Coconut Creek, Florida",61010,40.4,59963,34894,224689,1508,114.2
120,"Coral Gables, Florida",51095,41.6,92790,64878,801183,1593,118.1
121,"Coral Springs, Florida",133037,37.3,72557,32382,347400,1468,114.7
122,"Cutler Bay, Florida",45101,36.8,49930,25996,288100,1573,107.8
123,"Deerfield Beach, Florida",80571,40.4,46238,24994,165100,1286,113.4
124,"Delray Beach, Florida",68749,46.4,63357,42791,317400,1416,102.9
125,"Fort Lauderdale, Florida",180072,42.1,56309,38197,329500,1217,117.1
126,"Fort Myers, Florida",79943,40.2,45511,28545,230800,982,92.6
127,"Fort Pierce, Florida",45581,37.7,34585,19650,125680,956,89.3
128,"Hallandale Beach, Florida",39831,46.4,56842,31594,260700,1216,111.6
129,"Lake Worth, Florida",38107,36.4,40028,19988,185238,1063,100.9
130,"Miami Beach, Florida",92307,42.8,50152,43706,458800,1306,121.0
131,"Miami Gardens, Florida",2897,33.4,50154,15937,201104,642,119.2
132,"North Miami, Florida",62225,35.3,41339,20492,218366,1150,110.2
133,"North Miami Beach, Florida",44124,38.5,43559,20658,221165,1156,110.3
134,"North Port, Florida",66300,44.2,53662,26441,175300,1186,94.2
135,"Ormond Beach, Florida",42816,50.4,57748,36493,214433,1094,89.2
136,"Palm Bay, Florida",111657,38.5,46301,22032,153200,1039,89.1
137,"Palm Beach Gardens, Florida",55036,50.5,79667,55358,358176,1621,102.3
138,"Palm Coast, Florida",86516,48.2,49578,24550,215300,1241,93.4
139,"Panama City, Florida",36986,41.0,45851,26223,154084,883,86.4
140,"Pembroke Pines, Florida",170712,39.7,72056,31358,300600,1378,113.9
141,"Plant City, Florida",38714,36.6,50587,26603,191728,976,94.1
142,"Pompano Beach, Florida",110473,45.5,49419,29844,197400,1249,113.9
143,"Port St. Lucie, Florida",189344,43.3,57045,25193,205000,1361,90.6
144,"St. Cloud, Florida",51282,38.2,47487,20996,184421,1178,91.4
145,"St. Petersburg, Florida",263255,44.8,55134,36093,198400,1083,95.3
146,"West Palm Beach, Florida",110222,39.7,51871,29232,256600,1248,101.5
147,"Winter Garden, Florida",43536,36.2,48630,25116,197943,1082,90.6
148,"Winter Haven, Florida",41280,44.0,42890,26377,142470,917,86.4
149,"Winter Springs, Florida",36635,42.2,69140,35838,255706,1188,91.4
150,"Athens-Clarke County, Georgia",125691,28.1,39714,23735,167400,843,92.7
151,"Augusta-Richmond County, Georgia",197166,34.2,37073,21152,101600,840,89.5
152,"East Point, Georgia",35282,36.2,41492,23974,110341,1037,95.1
153,"Peachtree City, Georgia",35262,41.9,93974,44048,329510,1452,97.4
154,"Sandy Springs, Georgia",106739,36.6,74223,59958,499200,1294,99.8
155,"Warner Robins, Georgia",74854,35.0,51435,25238,100100,899,90.3
156,"Boise City, Idaho",226570,36.1,55943,32557,242000,909,92.9
157,"Coeur d'Alene, Idaho",50665,36.6,51213,28049,228721,950,93.4
158,"Idaho Falls, Idaho",61076,32.3,48489,24055,154765,736,88.0
159,"Twin Falls, Idaho",49202,33.6,48611,22232,156406,772,85.3
160,"Arlington Heights, Illinois",75634,45.0,101634,53085,377500,1245,103.9
161,"Buffalo Grove, Illinois",41226,42.7,110113,52116,342437,1531,104.1
162,"Chicago Heights, Illinois",29901,34.5,47370,20785,107032,918,99.9
163,"Des Plaines, Illinois",58193,43.7,69660,33597,264150,1143,103.8
164,"Downers Grove, Illinois",49540,43.3,90691,47641,362379,1269,104.0
165,"Elk Grove Village, Illinois",32776,43.8,75652,37753,281898,1187,103.6
166,"Mount Prospect, Illinois",53930,40.1,74320,37483,334053,1076,104.3
167,"Oak Lawn, Illinois",56087,41.6,63443,31256,208075,1074,102.5
168,"Oak Park, Illinois",52261,39.4,90177,54121,403303,1142,105.1
169,"Orland Park, Illinois",58765,46.5,88659,44690,301933,1213,102.7
170,"Park Ridge, Illinois",37494,44.7,101490,54036,443263,1344,105.6
171,"Rock Island, Illinois",38110,36.7,45495,25597,101978,714,85.0
172,"St. Charles, Illinois",32714,44.2,91813,48557,304304,1177,102.1
173,"Tinley Park, Illinois",56668,41.3,78594,37233,242918,1155,102.0
174,"Fort Wayne, Indiana",265904,35.6,46599,25279,117900,721,82.6
175,"New Albany, Indiana",36461,37.4,48146,26071,142250,749,86.2
176,"South Bend, Indiana",102245,34.3,42007,23258,87600,758,84.1
177,"Terre Haute, Indiana",60774,32.7,34723,21206,78599,713,82.4
178,"Cedar Falls, Iowa",41570,27.0,53733,27985,195950,814,86.0
179,"Cedar Rapids, Iowa",132228,35.9,56096,29989,143600,767,87.3
180,"Council Bluffs, Iowa",62316,37.4,52976,28051,127650,765,89.0
181,"Des Moines, Iowa",217521,33.6,51355,26520,134300,818,89.9
182,"Iowa City, Iowa",75798,25.2,50320,28509,219100,970,92.1
183,"Sioux City, Iowa",82514,34.2,53332,24878,115700,753,86.2
184,"Kansas City, Kansas",152938,33.7,45118,21302,103800,830,86.1
185,"Overland Park, Kansas",191278,38.5,79070,45679,270800,1101,87.8
186,"Bowling Green, Kentucky",67067,26.7,40814,23643,153500,771,87.4
187,"Baton Rouge, Louisiana",225374,30.8,40796,25167,178300,855,90.4
188,"Lake Charles, Louisiana",77117,38.7,43939,29633,167100,846,86.1
189,"New Iberia, Louisiana",29620,34.6,35123,19550,121911,706,80.7
190,"New Orleans, Louisiana",393292,36.7,36999,28297,227800,962,98.4
191,"College Park, Maryland",32303,22.5,73759,24661,295946,1609,166.0
192,"Barnstable Town, Massachusetts",47607,42.3,72597,42097,384425,742,127.4
193,"Braintree Town, Massachusetts",37156,42.0,100829,51619,473400,1446,134.2
194,"Fall River, Massachusetts",89420,40.4,43235,25880,249300,758,134.1
195,"Franklin Town, Massachusetts",32996,40.8,100829,51619,473400,1208,133.2
196,"New Bedford, Massachusetts",95120,37.2,45784,27023,236200,812,133.8
197,"Weymouth Town, Massachusetts",56664,42.8,100829,51619,473400,1313,133.6
198,"Ann Arbor, Michigan",121477,27.7,70499,41074,323400,1214,96.5
199,"Battle Creek, Michigan",51286,37.0,41389,24995,101193,695,82.1
200,"Bay City, Michigan",33188,38.0,35246,21814,80912,544,80.1
201,"Dearborn Heights, Michigan",55758,38.0,53377,29735,131049,995,89.8
202,"East Lansing, Michigan",48844,21.5,35222,21875,198230,945,87.5
203,"Farmington Hills, Michigan",81050,43.4,82592,44654,257000,1223,90.9
204,"Grand Rapids, Michigan",198829,31.1,48521,25667,144200,910,85.6
205,"Lincoln Park, Michigan",36655,37.3,47060,26233,99773,853,88.7
206,"Port Huron, Michigan",29051,37.7,38801,23846,107054,712,88.4
207,"Rochester Hills, Michigan",74205,42.8,93573,48316,285300,1268,91.2
208,"Royal Oak, Michigan",59112,36.8,65392,41513,209573,1022,91.1
209,"St. Clair Shores, Michigan",59635,44.5,56840,31720,151195,977,90.2
210,"Sterling Heights, Michigan",132631,39.6,64668,30032,187800,951,89.9
211,"Apple Valley, Minnesota",52435,39.4,91140,43858,268508,1271,113.0
212,"Brooklyn Center, Minnesota",31006,32.6,64291,30213,204373,1037,112.8
213,"Brooklyn Park, Minnesota",80581,37.0,71213,31674,227800,971,112.0
214,"Coon Rapids, Minnesota",62656,38.4,76148,34547,219742,1105,112.3
215,"Cottage Grove, Minnesota",36793,35.6,91201,36441,253495,1285,112.8
216,"Eden Prairie, Minnesota",64400,40.0,112986,59603,377184,1379,113.7
217,"Inver Grove Heights, Minnesota",35392,40.3,77209,37930,246834,1125,112.5
218,"Maple Grove, Minnesota",71066,37.9,110288,49100,294200,1444,113.3
219,"St. Cloud, Minnesota",67984,30.7,46048,26275,154600,720,99.2
220,"St. Louis Park, Minnesota",49029,35.9,71056,44441,256976,1171,114.2
221,"St. Paul, Minnesota",306621,31.4,54290,29198,211100,948,113.7
222,"Olive Branch, Mississippi",37435,37.8,76062,32255,213143,1106,87.0
223,"Blue Springs, Missouri",54945,34.8,74127,34306,181353,1000,86.7
224,"Cape Girardeau, Missouri",39151,32.7,45521,24918,153127,769,78.1
225,"Jefferson City, Missouri",42895,37.6,48569,30259,164112,613,82.8
226,"Kansas City, Missouri",488943,35.1,51330,31767,152900,919,87.0
227,"St. Charles, Missouri",70329,36.9,63574,36186,185000,983,88.4
228,"St. Joseph, Missouri",76442,35.7,43585,23709,108700,727,79.7
229,"St. Louis, Missouri",308626,35.6,41441,28913,141400,779,88.7
230,"St. Peters, Missouri",57178,39.7,82506,36113,202865,957,87.8
231,"University City, Missouri",34549,37.4,52438,38503,177536,1019,89.2
232,"Butte-Silver Bow, Montana",33901,41.0,49332,29286,179873,607,85.3
233,"Great Falls, Montana",58876,40.2,46939,31028,174495,659,87.1
234,"Grand Island, Nebraska",51390,34.9,54629,26304,142452,732,77.4
235,"Carson City, Nevada",54745,43.7,54396,28731,265605,883,94.3
236,"Las Vegas, Nevada",641676,37.8,56699,30121,245500,1071,97.4
237,"North Las Vegas, Nevada",242975,32.9,56059,21508,226600,1136,97.1
238,"Concord, New Hampshire",43019,40.3,61904,32688,212594,1070,115.8
239,"Manchester, New Hampshire",111196,35.2,56819,29578,226900,1065,119.4
240,"Nashua, New Hampshire",88341,38.3,70261,37544,273900,1207,119.4
241,"Atlantic City, New Jersey",38429,36.8,37923,22553,158655,835,101.9
242,"Bayonne, New Jersey",67186,39.0,60529,32151,313200,1238,120.3
243,"Camden, New Jersey",74532,32.1,24540,13957,84700,887,100.1
244,"Clifton, New Jersey",86607,39.7,70387,31337,337300,1335,120.8
245,"East Orange, New Jersey",65378,37.1,52165,23710,187500,1103,113.0
246,"Elizabeth, New Jersey",130215,34.4,46754,20412,272700,1162,118.2
247,"Fair Lawn, New Jersey",33710,42.3,104040,45685,422645,1546,120.6
248,"Fort Lee, New Jersey",37907,46.0,83894,53649,371279,1726,124.5
249,"Garfield, New Jersey",32393,35.7,61662,27646,348428,1291,122.5
250,"Hackensack, New Jersey",45248,39.1,71136,38017,322452,1393,122.1
251,"Hoboken, New Jersey",55131,32.1,104248,77663,578535,2129,129.8
252,"Jersey City, New Jersey",270753,33.8,66264,38348,379900,1338,123.6
253,"Kearny, New Jersey",42670,37.2,79594,37552,386618,1266,120.5
254,"Linden, New Jersey",43056,37.4,64759,31196,303297,1246,116.4
255,"Newark, New Jersey",285154,34.4,35167,18812,235000,1063,118.3
256,"New Brunswick, New Jersey",57073,23.9,50108,20311,260499,1503,124.1
257,"Passaic, New Jersey",71247,29.0,36723,16205,346100,1144,125.6
258,"Paterson, New Jersey",148678,32.0,41367,16878,241800,1179,121.9
259,"Perth Amboy, New Jersey",52823,33.0,52230,21277,273762,1298,123.3
260,"Plainfield, New Jersey",51327,34.7,65231,27886,274183,1207,114.8
261,"Trenton, New Jersey",84964,33.8,31882,18165,98100,1086,111.8
262,"Union City, New Jersey",70387,36.8,40468,21009,335600,1215,128.5
263,"Vineland, New Jersey",60392,39.6,53872,27279,170823,1031,99.9
264,"Westfield, New Jersey",30433,41.7,137482,69066,674591,1597,117.9
265,"West New York, New Jersey",54227,35.5,53299,30060,391956,1276,127.5
266,"Alamogordo, New Mexico",31248,36.6,45901,24692,125104,685,81.8
267,"Albuquerque, New Mexico",558545,37.0,50456,28732,196900,837,92.9
268,"Clovis, New Mexico",38962,31.2,40599,22083,136810,813,84.7
269,"Farmington, New Mexico",45450,33.9,51021,24137,194584,843,87.5
270,"Hobbs, New Mexico",37764,31.0,54651,23200,154265,811,84.3
271,"Las Cruces, New Mexico",101712,33.8,36364,22405,144100,743,85.4
272,"Rio Rancho, New Mexico",96159,38.4,57349,25064,187900,1104,93.8
273,"Roswell, New Mexico",47775,33.6,45154,22317,116262,802,83.0
274,"Santa Fe, New Mexico",83776,42.4,57022,32951,283000,998,98.3
275,"Albany, New York",98251,31.2,49307,29149,177100,988,107.7
276,"Binghamton, New York",45179,36.4,30275,21975,88351,712,101.1
277,"Buffalo, New York",258612,32.9,34814,23018,92700,725,101.2
278,"Hempstead, New York",55806,33.9,59797,23758,328372,1378,152.3
279,"Ithaca, New York",31006,22.2,32235,19486,251738,1152,113.1
280,"Jamestown, New York",29591,38.4,33152,20088,65166,605,82.6
281,"Long Beach, New York",33750,44.3,87553,51060,492558,1844,157.8
282,"Mount Vernon, New York",68703,40.6,55564,33088,341400,1375,153.4
283,"New Rochelle, New York",79946,40.6,84516,49577,595000,1432,154.7
284,"New York, New York",8622698,36.6,60879,37447,609500,1379,162.7
285,"Niagara Falls, New York",48460,38.6,35995,22595,76050,665,100.7
286,"North Tonawanda, New York",30475,44.3,56169,31030,122506,686,101.0
287,"Poughkeepsie, New York",30614,37.7,42099,27296,193237,1088,136.6
288,"Rochester, New York",208046,33.3,33588,24212,82400,833,102.7
289,"Rome, New York",32473,39.1,47866,25190,98063,738,99.7
290,"Schenectady, New York",65625,38.1,42565,23814,105900,864,105.8
291,"Syracuse, New York",143396,30.7,35568,19832,90100,791,102.1
292,"Troy, New York",49565,30.4,41484,24089,154321,883,107.5
293,"Utica, New York",60635,33.7,35580,20330,92380,680,100.1
294,"Valley Stream, New York",37935,40.8,101686,39268,409827,1676,152.3
295,"White Plains, New York",59047,38.5,88144,49810,561460,1760,157.3
296,"Yonkers, New York",202019,38.7,59846,32753,429300,1384,156.3
297,"Apex, North Carolina",50451,37.6,105405,42596,318495,1267,94.6
298,"Asheville, North Carolina",91902,40.7,50184,34341,267000,1088,93.9
299,"Burlington, North Carolina",53077,38.0,40116,25047,132025,759,91.3
300,"Cary, North Carolina",165904,39.9,99209,46409,356800,1204,94.9
301,"Chapel Hill, North Carolina",59862,26.9,71972,42552,393063,1185,95.9
302,"Charlotte, North Carolina",859035,34.4,61350,37300,215500,1088,92.4
303,"Concord, North Carolina",92067,37.5,67844,33816,212300,903,91.2
304,"Durham, North Carolina",267743,34.2,56375,33912,230100,1014,93.9
305,"Fayetteville, North Carolina",209889,30.4,42629,23215,132400,883,88.9
306,"Gastonia, North Carolina",76593,39.7,46688,25428,149600,831,91.0
307,"Goldsboro, North Carolina",35197,34.0,35549,22349,122927,745,87.1
308,"Greensboro, North Carolina",290222,36.4,47043,28556,157000,826,91.1
309,"Greenville, North Carolina",92156,27.7,39423,24691,156700,818,89.4
310,"Hickory, North Carolina",40611,38.1,48825,31025,167561,713,86.5
311,"High Point, North Carolina",111513,36.9,49860,25451,144600,840,90.7
312,"Huntersville, North Carolina",56212,37.6,99645,44240,310105,1278,93.0
313,"Jacksonville, North Carolina",72447,22.4,43839,22440,149000,1011,89.5
314,"Kannapolis, North Carolina",48806,36.0,50270,26960,150318,867,91.3
315,"Monroe, North Carolina",35065,34.3,50220,21344,159005,850,91.0
316,"Mooresville, North Carolina",37820,34.2,66892,31249,221126,1000,83.1
317,"Raleigh, North Carolina",464758,33.4,64660,35484,239700,1082,94.6
318,"Rocky Mount, North Carolina",54523,37.7,38504,21405,112015,846,86.2
319,"Salisbury, North Carolina",33849,39.1,38657,23015,123919,714,80.8
320,"Wake Forest, North Carolina",42269,36.1,89485,35881,306716,1100,94.1
321,"Wilmington, North Carolina",119045,36.7,46079,33332,249400,902,94.5
322,"Wilson, North Carolina",49348,38.1,44805,23036,139437,783,81.1
323,"Winston-Salem, North Carolina",244605,36.1,44146,27961,146300,774,88.3
324,"Bismarck, North Dakota",72865,37.3,62755,33955,247400,852,83.0
325,"Fargo, North Dakota",122359,30.7,59542,31819,213300,785,99.6
326,"Grand Forks, North Dakota",57056,29.2,45384,31134,212164,741,99.3
327,"Minot, North Dakota",47822,32.8,61950,34748,208549,810,80.9
328,"Bowling Green, Ohio",31820,23.1,41574,22151,189692,675,93.4
329,"Cleveland Heights, Ohio",44562,35.8,55818,36612,131700,928,95.5
330,"Cuyahoga Falls, Ohio",49247,39.5,55365,31624,140843,834,96.5
331,"Grove City, Ohio",41022,39.2,72158,30951,181860,972,95.0
332,"Huber Heights, Ohio",37986,36.8,58359,27384,115013,889,94.4
333,"North Olmsted, Ohio",31734,44.9,62759,34520,166987,924,95.9
334,"North Royalton, Ohio",30294,42.8,68559,37756,203232,874,95.8
335,"Upper Arlington, Ohio",35337,42.3,99949,58314,321519,1145,97.2
336,"Broken Arrow, Oklahoma",108303,36.8,68811,31975,168200,1028,87.2
337,"Oklahoma City, Oklahoma",643648,34.2,52062,28507,158200,841,85.4
338,"Grants Pass, Oregon",37579,38.3,42067,23436,235993,886,91.3
339,"Oregon City, Oregon",36360,38.2,75912,32993,348350,1179,102.6
340,"Bethel Park, Pennsylvania",32404,46.3,82274,42695,212143,954,95.2
341,"State College, Pennsylvania",42430,22.5,32744,19853,313414,957,104.4
342,"Cranston, Rhode Island",81202,38.6,71263,32535,245600,1039,92.6
343,"East Providence, Rhode Island",47600,42.7,59021,32025,223813,914,92.3
344,"Pawtucket, Rhode Island",72001,35.1,45380,25366,189300,877,92.2
345,"Providence, Rhode Island",180393,32.0,44517,26730,203300,938,94.1
346,"Warwick, Rhode Island",80871,43.2,73966,36904,218400,1066,91.8
347,"Woonsocket, Rhode Island",41759,37.8,41363,23756,170550,836,91.5
348,"Charleston, South Carolina",134875,34.7,63364,41299,344600,1236,95.1
349,"Columbia, South Carolina",133114,28.1,42646,29029,192500,878,88.0
350,"Florence, South Carolina",37778,39.2,46594,28519,159095,736,82.0
351,"Goose Creek, South Carolina",42619,32.2,64714,28985,195241,1184,92.1
352,"Greenville, South Carolina",68219,35.9,52900,42207,282900,904,88.7
353,"Hilton Head Island, South Carolina",40055,57.1,70466,50149,488717,1138,92.9
354,"Mount Pleasant, South Carolina",86668,43.5,91259,53021,449000,1660,96.6
355,"North Charleston, South Carolina",110861,34.5,39265,24575,179600,983,92.6
356,"Rock Hill, South Carolina",73068,33.9,52663,28939,159300,913,91.0
357,"Spartanburg, South Carolina",37498,35.2,40047,25808,126476,789,83.5
358,"Summerville, South Carolina",50388,36.4,63208,30360,217570,1093,92.0
359,"Sumter, South Carolina",39982,34.9,41907,24411,153830,773,83.2
360,"Rapid City, South Dakota",74421,36.4,49602,29751,184200,826,83.3
361,"Sioux Falls, South Dakota",176888,34.8,61915,33111,193900,781,80.7
362,"Johnson City, Tennessee",66391,36.9,35700,27432,166900,733,83.6
363,"La Vergne, Tennessee",35717,32.1,65370,26160,171838,1149,88.5
364,"Cedar Hill, Texas",48710,34.3,78728,31745,185407,1393,94.5
365,"Cedar Park, Texas",75704,33.1,99461,37392,307200,1296,93.1
366,"College Station, Texas",113564,22.9,44124,24753,244000,945,89.4
367,"Copperas Cove, Texas",32706,34.1,55510,23835,118686,884,84.2
368,"Corpus Christi, Texas",325605,35.3,53605,27593,141300,970,86.7
369,"Deer Park, Texas",33891,35.5,84439,35251,186399,1166,92.9
370,"Del Rio, Texas",36006,32.7,40611,18360,124391,685,79.6
371,"El Paso, Texas",683577,33.4,44754,21908,127700,832,82.6
372,"Flower Mound, Texas",76681,41.6,133521,52804,366600,1750,96.4
373,"Fort Worth, Texas",874168,32.9,60205,28174,169400,994,94.3
374,"Grand Prairie, Texas",193837,33.6,67099,26132,164000,1056,93.5
375,"Haltom City, Texas",44417,32.9,54683,24564,131139,950,94.2
376,"La Porte, Texas",35371,38.1,76834,30546,166354,1118,92.7
377,"League City, Texas",104903,33.6,98593,40577,253400,1286,93.3
378,"Missouri City, Texas",74497,39.3,76572,35502,195500,1489,94.1
